Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,1/1/2022,1282,N4901U,IAD,23:10,0:01,70,76,51,23:55,6,23,0,6,0,22
UA,1/2/2022,1282,N4901U,IAD,23:10,23:27,70,64,17,23:19,8,17,0,0,0,0
UA,1/3/2022,1282,N893UA,IAD,23:10,23:31,70,68,21,23:25,6,21,0,0,0,0
UA,1/4/2022,1282,N814UA,IAD,23:44,1:59,69,89,135,1:55,4,115,0,20,0,0
UA,1/5/2022,1282,N827UA,IAD,23:44,23:30,69,61,-14,23:25,5,0,0,0,0,0
UA,1/6/2022,1282,N485UA,IAD,23:44,23:45,69,66,1,23:38,7,0,0,0,0,0
UA,1/7/2022,1282,N423UA,IAD,23:44,0:01,69,78,17,23:52,9,8,0,9,0,0
UA,1/8/2022,1282,N893UA,IAD,23:44,23:38,69,63,-6,23:33,5,0,0,0,0,0
UA,1/9/2022,1282,N854UA,IAD,23:44,1:26,69,72,102,1:19,7,99,0,3,0,0
UA,1/10/2022,1282,N810UA,IAD,23:44,0:14,69,77,30,0:08,6,0,22,8,0,0
UA,1/11/2022,1282,N880UA,IAD,23:44,23:26,69,59,-18,23:18,8,0,0,0,0,0
UA,1/12/2022,1282,N871UA,IAD,23:44,23:30,69,67,-14,23:24,6,0,0,0,0,0
UA,1/13/2022,1282,N845UA,IAD,23:44,23:41,69,60,-3,23:37,4,0,0,0,0,0
UA,1/14/2022,1282,N469UA,IAD,23:44,23:37,69,72,-7,23:24,13,0,0,0,0,0
UA,1/15/2022,1282,N818UA,IAD,23:44,23:36,69,64,-8,23:31,5,0,0,0,0,0
UA,1/16/2022,1282,,IAD,23:44,0:00,69,0,0,0:00,0,0,0,0,0,0
UA,1/17/2022,1282,N420UA,IAD,23:44,23:55,69,75,11,23:50,5,0,0,0,0,0
UA,1/18/2022,1282,N833UA,IAD,23:44,23:36,69,66,-8,23:30,6,0,0,0,0,0
UA,1/19/2022,1282,N877UA,IAD,23:44,23:35,69,68,-9,23:30,5,0,0,0,0,0
UA,1/20/2022,1282,N825UA,IAD,23:44,23:25,69,65,-19,23:20,5,0,0,0,0,0
UA,1/21/2022,1282,N416UA,IAD,23:44,23:28,69,63,-16,23:23,5,0,0,0,0,0
UA,1/22/2022,1282,N803UA,IAD,23:44,0:05,69,64,21,23:59,6,21,0,0,0,0
UA,1/23/2022,1282,N489UA,IAD,23:44,0:04,69,95,20,23:31,33,0,0,20,0,0
UA,1/24/2022,1282,N449UA,IAD,23:44,23:28,69,66,-16,23:23,5,0,0,0,0,0
UA,1/25/2022,1282,N490UA,IAD,23:44,23:33,69,68,-11,23:24,9,0,0,0,0,0
UA,1/26/2022,1282,N827UA,IAD,23:44,23:33,69,70,-11,23:28,5,0,0,0,0,0
UA,1/27/2022,1282,N414UA,IAD,23:44,23:28,69,67,-16,23:22,6,0,0,0,0,0
UA,1/28/2022,1282,N421UA,IAD,23:44,23:50,69,75,6,23:46,4,0,0,0,0,0
UA,1/29/2022,1282,N469UA,IAD,23:44,23:36,69,75,-8,23:30,6,0,0,0,0,0
UA,1/30/2022,1282,N828UA,IAD,23:44,23:37,69,69,-7,23:30,7,0,0,0,0,0
UA,1/31/2022,1282,N472UA,IAD,23:44,23:34,69,67,-10,23:30,4,0,0,0,0,0
UA,2/1/2022,1282,N834UA,IAD,23:44,23:27,69,67,-17,23:22,5,0,0,0,0,0
UA,2/2/2022,1282,N876UA,IAD,23:44,23:25,69,63,-19,23:20,5,0,0,0,0,0
UA,2/3/2022,1282,,IAD,23:44,0:00,69,0,0,0:00,0,0,0,0,0,0
UA,2/4/2022,1282,N417UA,IAD,23:44,23:43,69,71,-1,23:31,12,0,0,0,0,0
UA,2/5/2022,1874,N831UA,IAD,23:44,23:31,69,64,-13,23:25,6,0,0,0,0,0
UA,2/6/2022,1874,N828UA,IAD,23:44,23:34,69,60,-10,23:29,5,0,0,0,0,0
UA,2/7/2022,1874,N876UA,IAD,23:44,23:30,69,64,-14,23:25,5,0,0,0,0,0
UA,2/8/2022,1874,N824UA,IAD,23:44,23:36,69,67,-8,23:29,7,0,0,0,0,0
UA,2/9/2022,1874,N436UA,IAD,23:44,23:57,69,63,13,23:53,4,0,0,0,0,0
UA,2/10/2022,1874,N445UA,IAD,23:44,23:29,69,66,-15,23:25,4,0,0,0,0,0
UA,2/11/2022,1094,N489UA,ORD,20:59,21:28,109,109,29,21:22,6,29,0,0,0,0
UA,2/11/2022,1200,N853UA,DEN,15:09,14:52,199,185,-17,14:47,5,0,0,0,0,0
UA,2/11/2022,1874,N66828,IAD,23:29,23:16,69,67,-13,23:10,6,0,0,0,0,0
UA,2/12/2022,1094,N838UA,ORD,20:59,21:47,109,98,48,21:41,6,39,0,0,0,9
UA,2/12/2022,1200,N818UA,DEN,15:09,15:25,199,196,16,15:20,5,16,0,0,0,0
UA,2/12/2022,1874,N62889,IAD,23:29,23:21,69,66,-8,23:16,5,0,0,0,0,0
UA,2/13/2022,1094,N880UA,ORD,20:59,20:52,109,104,-7,20:46,6,0,0,0,0,0
UA,2/13/2022,1200,N483UA,DEN,15:09,14:59,199,188,-10,14:53,6,0,0,0,0,0
UA,2/13/2022,1874,N68811,IAD,23:29,23:21,69,64,-8,23:15,6,0,0,0,0,0
UA,2/14/2022,1094,N823UA,ORD,20:59,20:47,109,99,-12,20:42,5,0,0,0,0,0
UA,2/14/2022,1200,N403UA,DEN,15:09,15:14,199,195,5,15:08,6,0,0,0,0,0
UA,2/14/2022,1874,N66848,IAD,23:29,23:19,69,67,-10,23:13,6,0,0,0,0,0
UA,2/15/2022,1094,N825UA,ORD,20:59,20:52,109,105,-7,20:48,4,0,0,0,0,0
UA,2/15/2022,1200,N873UA,DEN,15:09,14:55,199,188,-14,14:50,5,0,0,0,0,0
UA,2/15/2022,1874,N66893,IAD,23:29,23:04,69,61,-25,22:59,5,0,0,0,0,0
UA,2/16/2022,1094,N876UA,ORD,20:59,21:40,109,90,41,21:35,5,0,0,0,0,41
UA,2/16/2022,1200,N881UA,DEN,15:09,14:45,199,173,-24,14:40,5,0,0,0,0,0
UA,2/16/2022,1874,N68807,IAD,23:29,23:22,69,74,-7,23:18,4,0,0,0,0,0
UA,2/17/2022,1094,N825UA,ORD,20:59,22:40,109,103,101,22:33,7,0,0,0,0,101
UA,2/17/2022,1200,N821UA,DEN,15:09,15:28,199,182,19,15:24,4,19,0,0,0,0
UA,2/17/2022,1874,N28478,IAD,23:29,0:14,69,61,45,0:09,5,0,0,0,0,45
UA,2/18/2022,1094,N419UA,ORD,20:59,20:54,109,102,-5,20:48,6,0,0,0,0,0
UA,2/18/2022,1200,N838UA,DEN,15:09,14:52,199,183,-17,14:46,6,0,0,0,0,0
UA,2/18/2022,1874,N36469,IAD,23:29,23:42,69,67,13,23:36,6,0,0,0,0,0
UA,2/19/2022,1094,N424UA,ORD,20:59,21:11,109,95,12,21:05,6,0,0,0,0,0
UA,2/19/2022,1200,N460UA,DEN,15:09,15:16,199,194,7,15:11,5,0,0,0,0,0
UA,2/19/2022,1874,N64809,IAD,23:29,23:37,69,73,8,23:31,6,0,0,0,0,0
UA,2/20/2022,1094,N818UA,ORD,20:59,21:47,109,106,48,21:43,4,0,0,0,0,48
UA,2/20/2022,1200,N822UA,DEN,15:09,14:47,199,180,-22,14:41,6,0,0,0,0,0
UA,2/20/2022,1874,N69830,IAD,23:29,23:22,69,65,-7,23:17,5,0,0,0,0,0
UA,2/21/2022,1094,N836UA,ORD,20:59,20:40,109,100,-19,20:36,4,0,0,0,0,0
UA,2/21/2022,1200,N811UA,DEN,15:09,14:54,199,181,-15,14:49,5,0,0,0,0,0
UA,2/21/2022,1874,N69804,IAD,23:29,23:21,69,67,-8,23:17,4,0,0,0,0,0
UA,2/22/2022,1094,N816UA,ORD,20:59,20:35,109,88,-24,20:30,5,0,0,0,0,0
UA,2/22/2022,1200,N484UA,DEN,15:09,15:48,199,210,39,15:43,5,17,0,11,0,11
UA,2/22/2022,1874,N62889,IAD,23:29,0:02,69,65,33,23:57,5,0,0,0,0,33
UA,2/23/2022,1094,N422UA,ORD,20:59,20:33,109,86,-26,20:28,5,0,0,0,0,0
UA,2/23/2022,1200,N819UA,DEN,15:09,14:51,199,173,-18,14:46,5,0,0,0,0,0
UA,2/23/2022,1874,N69818,IAD,23:29,23:18,69,61,-11,23:13,5,0,0,0,0,0
UA,2/24/2022,1094,N871UA,ORD,20:59,21:57,109,159,58,21:53,4,8,0,50,0,0
UA,2/24/2022,1200,N828UA,DEN,15:09,14:56,199,175,-13,14:52,4,0,0,0,0,0
UA,2/24/2022,1874,N69885,IAD,23:29,23:19,69,60,-10,23:15,4,0,0,0,0,0
UA,2/25/2022,1094,N415UA,ORD,20:59,20:59,109,97,0,20:52,7,0,0,0,0,0
UA,2/25/2022,1200,,DEN,15:09,0:00,199,0,0,0:00,0,0,0,0,0,0
UA,2/25/2022,1874,N37422,IAD,23:29,1:48,69,71,139,1:43,5,0,0,2,0,137
UA,2/26/2022,1094,N403UA,ORD,20:59,20:50,109,101,-9,20:45,5,0,0,0,0,0
UA,2/26/2022,1200,N873UA,DEN,15:09,15:22,199,207,13,15:17,5,0,0,0,0,0
UA,2/26/2022,1874,N78438,IAD,23:29,23:33,69,65,4,23:28,5,0,0,0,0,0
UA,2/27/2022,1094,N485UA,ORD,20:59,21:01,109,112,2,20:56,5,0,0,0,0,0
UA,2/27/2022,1200,N895UA,DEN,15:09,15:20,199,198,11,15:14,6,0,0,0,0,0
UA,2/27/2022,1874,N65832,IAD,23:29,23:24,69,68,-5,23:19,5,0,0,0,0,0
UA,2/28/2022,1094,N808UA,ORD,20:59,21:03,109,102,4,20:59,4,0,0,0,0,0
UA,2/28/2022,1200,N824UA,DEN,15:09,15:00,199,185,-9,14:54,6,0,0,0,0,0
UA,2/28/2022,1874,N64844,IAD,23:29,23:32,69,64,3,23:27,5,0,0,0,0,0
UA,3/1/2022,1094,N852UA,ORD,20:59,20:51,109,103,-8,20:46,5,0,0,0,0,0
UA,3/1/2022,1200,N823UA,DEN,15:09,15:02,199,190,-7,14:56,6,0,0,0,0,0
UA,3/1/2022,1874,N28478,IAD,23:29,23:34,69,80,5,23:28,6,0,0,0,0,0
UA,3/2/2022,1094,N484UA,ORD,20:59,20:52,109,107,-7,20:46,6,0,0,0,0,0
UA,3/2/2022,1200,N4888U,DEN,15:09,14:52,199,188,-17,14:46,6,0,0,0,0,0
UA,3/2/2022,1874,N61882,IAD,23:29,23:30,69,72,1,23:23,7,0,0,0,0,0
UA,3/3/2022,1094,N827UA,ORD,20:59,21:34,109,111,35,21:28,6,33,0,2,0,0
UA,3/3/2022,1200,N892UA,DEN,15:09,14:52,199,185,-17,14:47,5,0,0,0,0,0
UA,3/4/2022,1094,N839UA,ORD,20:58,20:32,109,90,-26,20:27,5,0,0,0,0,0
UA,3/4/2022,1200,N471UA,DEN,15:05,15:50,200,180,45,15:46,4,4,0,0,0,41
UA,3/4/2022,1874,N829UA,IAD,23:19,23:25,69,75,6,23:21,4,0,0,0,0,0
UA,3/5/2022,1094,N821UA,ORD,20:58,21:23,109,108,25,21:19,4,5,0,0,0,20
UA,3/5/2022,1200,N408UA,DEN,15:05,15:10,200,197,5,15:06,4,0,0,0,0,0
UA,3/5/2022,1874,N879UA,IAD,23:19,23:17,69,69,-2,23:12,5,0,0,0,0,0
UA,3/6/2022,1094,N892UA,ORD,20:58,21:29,109,101,31,21:23,6,0,0,0,0,31
UA,3/6/2022,1200,N404UA,DEN,15:05,17:04,200,227,119,16:59,5,0,92,27,0,0
UA,3/6/2022,1874,N833UA,IAD,23:19,23:12,69,64,-7,23:08,4,0,0,0,0,0
UA,3/7/2022,1094,N893UA,ORD,20:58,20:54,109,105,-4,20:39,15,0,0,0,0,0
UA,3/7/2022,1200,N453UA,DEN,15:05,15:01,200,194,-4,14:37,24,0,0,0,0,0
UA,3/7/2022,1874,N822UA,IAD,23:19,0:23,69,59,64,0:18,5,64,0,0,0,0
UA,3/8/2022,1094,N892UA,ORD,20:58,20:34,109,90,-24,20:29,5,0,0,0,0,0
UA,3/8/2022,1200,N458UA,DEN,15:05,15:20,200,202,15,15:14,6,13,0,2,0,0
UA,3/8/2022,1874,N811UA,IAD,23:19,23:07,69,63,-12,23:01,6,0,0,0,0,0
UA,3/9/2022,1094,N893UA,ORD,20:58,20:56,109,108,-2,20:51,5,0,0,0,0,0
UA,3/9/2022,1200,N453UA,DEN,15:05,15:06,200,190,1,14:59,7,0,0,0,0,0
UA,3/9/2022,1874,N873UA,IAD,23:19,0:18,69,101,59,0:12,6,3,0,32,0,24
UA,3/10/2022,1094,N816UA,ORD,20:58,21:14,109,89,16,21:09,5,2,0,0,0,14
UA,3/10/2022,1200,N488UA,DEN,15:05,15:03,200,176,-2,14:58,5,0,0,0,0,0
UA,3/10/2022,1874,N846UA,IAD,23:19,23:15,69,64,-4,23:10,5,0,0,0,0,0
UA,3/11/2022,1094,N878UA,ORD,20:58,20:48,109,96,-10,20:43,5,0,0,0,0,0
UA,3/11/2022,1200,N453UA,DEN,15:05,14:38,200,175,-27,14:32,6,0,0,0,0,0
UA,3/11/2022,1874,N851UA,IAD,23:19,23:23,69,67,4,23:16,7,0,0,0,0,0
UA,3/12/2022,1094,N818UA,ORD,20:58,21:10,109,115,12,21:06,4,0,0,0,0,0
UA,3/12/2022,1200,N416UA,DEN,15:05,15:07,200,197,2,15:01,6,0,0,0,0,0
UA,3/12/2022,1874,N828UA,IAD,23:19,0:24,69,70,65,0:19,5,64,0,1,0,0
UA,3/13/2022,1094,N845UA,ORD,20:58,20:43,109,95,-15,20:39,4,0,0,0,0,0
UA,3/13/2022,1200,N469UA,DEN,15:05,15:03,200,187,-2,14:59,4,0,0,0,0,0
UA,3/13/2022,1874,N897UA,IAD,23:19,23:33,69,67,14,23:28,5,0,0,0,0,0
UA,3/14/2022,1094,N877UA,ORD,20:58,20:46,109,101,-12,20:39,7,0,0,0,0,0
UA,3/14/2022,1200,N469UA,DEN,15:05,15:06,200,190,1,15:00,6,0,0,0,0,0
UA,3/14/2022,1874,N878UA,IAD,23:19,0:25,69,61,66,0:22,3,4,0,0,0,62
UA,3/15/2022,1094,N854UA,ORD,20:58,20:46,109,103,-12,20:38,8,0,0,0,0,0
UA,3/15/2022,1200,N460UA,DEN,15:05,14:55,200,189,-10,14:50,5,0,0,0,0,0
UA,3/15/2022,1874,N816UA,IAD,23:19,23:15,69,71,-4,23:09,6,0,0,0,0,0
UA,3/16/2022,1094,N812UA,ORD,20:58,21:21,109,94,23,21:17,4,5,0,0,0,18
UA,3/16/2022,1200,N407UA,DEN,15:05,14:48,200,185,-17,14:43,5,0,0,0,0,0
UA,3/16/2022,1874,N4888U,IAD,23:19,23:19,69,61,0,23:15,4,0,0,0,0,0
UA,3/17/2022,1094,N817UA,ORD,20:58,21:22,109,127,24,21:00,22,0,0,18,0,6
UA,3/17/2022,1200,N489UA,DEN,15:05,20:22,200,189,317,20:16,6,221,0,0,0,96
UA,3/17/2022,1874,N892UA,IAD,23:19,23:35,69,70,16,23:30,5,15,0,1,0,0
UA,3/18/2022,1094,N814UA,ORD,20:58,20:48,109,102,-10,20:44,4,0,0,0,0,0
UA,3/18/2022,1200,N473UA,DEN,15:05,14:54,200,191,-11,14:51,3,0,0,0,0,0
UA,3/18/2022,1874,N845UA,IAD,23:19,1:07,69,65,108,1:03,4,0,0,0,0,108
UA,3/19/2022,1094,N879UA,ORD,20:58,20:52,109,108,-6,20:47,5,0,0,0,0,0
UA,3/19/2022,1200,N454UA,DEN,15:05,0:00,200,0,0,0:00,0,0,0,0,0,0
UA,3/19/2022,1874,N848UA,IAD,23:19,23:24,69,67,5,23:19,5,0,0,0,0,0
UA,3/20/2022,1094,N822UA,ORD,20:58,20:55,109,105,-3,20:50,5,0,0,0,0,0
UA,3/20/2022,1200,N410UA,DEN,15:05,15:58,200,206,53,15:52,6,6,0,6,0,41
UA,3/20/2022,1874,N853UA,IAD,23:19,23:42,69,73,23,23:36,6,19,0,4,0,0
UA,3/21/2022,1094,N844UA,ORD,20:58,20:45,109,100,-13,20:41,4,0,0,0,0,0
UA,3/21/2022,1200,N493UA,DEN,15:05,15:13,200,198,8,15:07,6,0,0,0,0,0
UA,3/21/2022,1874,N898UA,IAD,23:19,23:28,69,75,9,23:23,5,0,0,0,0,0
UA,3/22/2022,1094,N854UA,ORD,20:58,20:57,109,90,-1,20:53,4,0,0,0,0,0
UA,3/22/2022,1200,N469UA,DEN,15:05,15:04,200,192,-1,15:01,3,0,0,0,0,0
UA,3/22/2022,1874,N846UA,IAD,23:19,0:30,69,62,71,0:25,5,0,0,0,0,71
UA,3/23/2022,1094,N809UA,ORD,20:58,21:25,109,111,27,21:21,4,6,0,2,0,19
UA,3/23/2022,1200,N467UA,DEN,15:05,15:33,200,203,28,15:29,4,25,0,3,0,0
UA,3/23/2022,1874,N820UA,IAD,23:19,23:37,69,64,18,23:33,4,18,0,0,0,0
UA,3/24/2022,1094,N852UA,ORD,20:58,20:51,109,103,-7,20:45,6,0,0,0,0,0
UA,3/24/2022,1200,N414UA,DEN,15:05,14:57,200,191,-8,14:52,5,0,0,0,0,0
UA,3/24/2022,1874,N844UA,IAD,23:19,23:25,69,66,6,23:19,6,0,0,0,0,0
UA,3/25/2022,1094,N828UA,ORD,20:58,21:14,109,109,16,21:09,5,16,0,0,0,0
UA,3/25/2022,1200,N462UA,DEN,15:05,14:51,200,189,-14,14:46,5,0,0,0,0,0
UA,3/25/2022,1874,N423UA,IAD,23:19,23:32,69,68,13,23:26,6,0,0,0,0,0
UA,3/26/2022,1094,N876UA,ORD,20:58,20:49,109,103,-9,20:45,4,0,0,0,0,0
UA,3/26/2022,1200,N449UA,DEN,15:02,15:03,197,202,1,14:58,5,0,0,0,0,0
UA,3/26/2022,1874,N871UA,IAD,23:19,23:30,69,72,11,23:24,6,0,0,0,0,0
UA,3/27/2022,1041,N845UA,DEN,15:11,15:07,202,195,-4,15:02,5,0,0,0,0,0
UA,3/27/2022,1185,N895UA,ORD,22:19,22:03,113,106,-16,21:58,5,0,0,0,0,0
UA,3/27/2022,2027,N822UA,IAD,23:37,23:34,70,75,-3,23:28,6,0,0,0,0,0
UA,3/28/2022,1041,N466UA,DEN,15:06,15:01,198,196,-5,14:55,6,0,0,0,0,0
UA,3/28/2022,1185,N882UA,ORD,21:59,21:43,113,103,-16,21:37,6,0,0,0,0,0
UA,3/28/2022,2027,N875UA,IAD,23:37,23:34,70,72,-3,23:29,5,0,0,0,0,0
UA,3/29/2022,1041,N466UA,DEN,15:06,15:25,198,216,19,15:22,3,0,0,19,0,0
UA,3/29/2022,1185,N872UA,ORD,21:59,0:49,113,96,170,0:44,5,0,0,0,0,170
UA,3/29/2022,2027,N873UA,IAD,23:37,23:25,70,65,-12,23:22,3,0,0,0,0,0
UA,3/30/2022,1041,N407UA,DEN,15:06,14:58,198,194,-8,14:44,14,0,0,0,0,0
UA,3/30/2022,1185,N893UA,ORD,21:59,21:53,113,105,-6,21:48,5,0,0,0,0,0
UA,3/30/2022,2027,N809UA,IAD,23:37,23:23,70,68,-14,23:18,5,0,0,0,0,0
UA,3/31/2022,1041,N493UA,DEN,15:06,14:55,198,195,-11,14:49,6,0,0,0,0,0
UA,3/31/2022,1185,N854UA,ORD,21:59,22:35,113,95,36,22:31,4,13,0,0,0,23
UA,3/31/2022,2027,N845UA,IAD,23:37,1:03,70,59,86,0:58,5,0,0,0,0,86
UA,4/1/2022,1041,N448UA,DEN,15:06,15:09,198,201,3,15:05,4,0,0,0,0,0
UA,4/1/2022,1185,N467UA,ORD,21:59,22:46,113,101,47,22:41,5,0,0,0,0,47
UA,4/1/2022,2027,N844UA,IAD,23:37,1:02,70,70,85,0:56,6,50,0,0,0,35
UA,4/2/2022,1041,N897UA,DEN,15:11,14:54,202,192,-17,14:49,5,0,0,0,0,0
UA,4/2/2022,2027,N830UA,IAD,23:37,23:29,70,63,-8,23:24,5,0,0,0,0,0
UA,4/3/2022,1041,N436UA,DEN,15:11,15:16,202,190,5,15:09,7,0,0,0,0,0
UA,4/3/2022,1185,N844UA,ORD,22:04,22:47,113,98,43,22:42,5,43,0,0,0,0
UA,4/3/2022,2027,N479UA,IAD,23:37,23:38,70,71,1,23:30,8,0,0,0,0,0
UA,4/4/2022,1041,N837UA,DEN,15:06,14:54,198,192,-12,14:49,5,0,0,0,0,0
UA,4/4/2022,1185,N832UA,ORD,21:59,21:29,113,89,-30,21:24,5,0,0,0,0,0
UA,4/4/2022,2027,N850UA,IAD,23:37,23:41,70,85,4,23:36,5,0,0,0,0,0
UA,4/5/2022,1041,N815UA,DEN,15:06,14:38,198,178,-28,14:33,5,0,0,0,0,0
UA,4/5/2022,1185,N848UA,ORD,21:59,22:17,113,94,18,22:12,5,0,0,0,0,18
UA,4/5/2022,2027,N813UA,IAD,23:37,8:11,70,84,514,8:07,4,58,0,14,0,442
UA,4/6/2022,1041,N818UA,DEN,15:06,15:07,198,182,1,15:03,4,0,0,0,0,0
UA,4/6/2022,1185,N844UA,ORD,21:59,21:35,113,99,-24,21:31,4,0,0,0,0,0
